id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
444675,"Lux Furnished 3-bed. Bay Views, Huge Yard & Patio",2206832,Athena,,Glen Park,37.74088,-122.43251,Entire home/apt,195,30,8,7/20/2019,0.07,2,95,0,
450992,Charming Apt in the middle of SF F1,374909,Eric,,Western Addition,37.77477,-122.43225,Entire home/apt,85,30,25,6/30/2021,0.29,13,303,2,
455783,Queen Size Bed in Private Room with Loft at Beach,1421509,Matthew,,Outer Sunset,37.7541,-122.50854,Private room,44,30,99,2/8/2021,1.28,2,0,1,
456264,Modern 2BR/1BA Russian Hill Condo,2268272,Property,,Russian Hill,37.80436,-122.41913,Entire home/apt,149,30,44,5/17/2018,0.43,2,220,0,
459990,Russian Hill Studio,1479964,James,,Russian Hill,37.79932,-122.41488,Entire home/apt,125,30,3,8/14/2017,0.03,18,30,0,
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.74033,-122.47144,Entire home/apt,160,30,451,4/5/2021,4.54,1,291,5,STR-0000132
467507,Gorgeous Bernal Heights Studio Apartment,2320888,Jennifer,,Bernal Heights,37.74797,-122.41111,Entire home/apt,160,3,263,11/2/2021,2.99,1,0,38,STR-0001390
468490,Penthouse Panoramic View Home with Decks,285168,Bill,,Russian Hill,37.80109,-122.41385,Entire home/apt,399,2,40,10/24/2021,1.13,1,280,8,STR-0000265
468751,"2 bedroom garden flat, heart of SF",2326926,Terrance,,Mission,37.76717,-122.42495,Entire home/apt,280,3,26,4/27/2018,0.34,1,0,0,STR-0002438
470686,Private bath/Queen bdrm/Super Location,2335495,Hao,,Mission,37.76761,-122.42474,Private room,113,1,306,10/31/2021,3.46,2,3,35,STR-0000378
474107,Three cozy rooms in an SF Edwardian home!,2318089,Inés,,Excelsior,37.72369,-122.42865,Private room,66,2,97,10/9/2021,2.11,1,140,18,STR-0002574
479415,Sunny Home in Prime Bernal Heights,350839,Amy,,Bernal Heights,37.74125,-122.41368,Entire home/apt,315,4,22,8/18/2019,0.34,1,0,0,STR-0003343
487019,Spacious Bright 3 br/2ba in Potrero Hill,2410550,Cecile,,Potrero Hill,37.75622,-122.39821,Entire home/apt,225,5,24,6/1/2021,0.24,1,117,1,STR-0001599
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,125,30,187,10/5/2021,1.69,1,361,3,
491867,Central San Francisco Urban Dream,969518,Sona,,Western Addition,37.77196,-122.43477,Entire home/apt,375,2,40,10/31/2021,0.45,1,2,3,STR-0000192
493889,Spacious 1brm w/ breathtaking view,2439917,Germaine,,Outer Mission,37.72833,-122.44125,Entire home/apt,189,4,80,9/27/2021,0.81,1,302,15,STR-0004820
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77991,-122.48508,Entire home/apt,130,3,188,10/12/2021,1.86,2,329,20,1076015
496226,"Large, open flat in sunny Potrero",2451096,Pam & Albie,,Potrero Hill,37.76389,-122.40445,Entire home/apt,137,30,130,2/2/2021,1.73,2,320,2,
496246,2-level upper flat in sunny Potrero,2451096,Pam & Albie,,Potrero Hill,37.76259,-122.40335,Entire home/apt,249,30,21,9/5/2021,0.19,2,85,4,
501770,Contemporary Home with Mid-Century Modern Design,2475480,Arthur,,Haight Ashbury,37.77252,-122.43846,Entire home/apt,220,30,107,10/1/2021,1.21,4,134,3,
503362,"Million Dollar Penthouse, Remodeled",2475480,Arthur,,Haight Ashbury,37.77265,-122.43857,Entire home/apt,350,30,115,4/24/2016,1.04,4,0,0,
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,Laura,,Marina,37.80489,-122.43746,Entire home/apt,269,2,97,9/7/2021,0.91,1,200,10,STR-0000323
515430,Fully Detached Noe Valley Cottage w/private entry,2538784,Christa,,Noe Valley,37.7463,-122.4287,Entire home/apt,113,30,254,2/16/2020,2.59,1,0,0,Str-0001172
517803,Buena Vista Bungalow,2549630,Lewis,,Castro/Upper Market,37.76762,-122.43837,Entire home/apt,199,5,8,8/12/2017,0.15,1,36,0,STR-0002264
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.801,-122.42436,Entire home/apt,126,31,79,9/4/2018,1.21,1,331,0,1025574
522273,Amazing Private Room w/View in Beautiful SF Flat,2568946,Kymberli,,Bayview,37.73852,-122.39215,Private room,55,30,11,8/16/2019,0.22,1,88,0,
530857,"Sunny, quiet private room with parking",2607120,Gregory,,Excelsior,37.71727,-122.43644,Private room,92,2,30,10/29/2021,0.79,2,247,10,STR-0003035
531151,Sunny 4-Bedroom Family Home Central SF Location,2608908,Jennifer,,Bernal Heights,37.73466,-122.41694,Entire home/apt,449,4,19,12/1/2019,0.21,1,9,0,STR-0000603
533627,Potrero Paradise with Stunning Views and Hot Tub,2544752,Fran,,Potrero Hill,37.7608,-122.40379,Entire home/apt,800,40,35,3/27/2021,0.34,1,6,2,STR-0000040
535293,Amazing 3BR/3BA Radiant Heated Apt,250861,Belinda,,Ocean View,37.72334,-122.45557,Entire home/apt,295,30,25,5/31/2018,0.41,4,179,0,City registration pending
537133,Castro Garden Loft,127367,Annette,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,105,30,5,8/12/2018,0.05,14,291,0,
545685,"Garden Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77502,-122.48035,Entire home/apt,93,2,867,10/29/2021,8.56,2,75,46,STR-0000234
555596,Charming Noe Valley Garden Oasis,1772044,Judy,,Noe Valley,37.74402,-122.43729,Entire home/apt,99,30,145,3/31/2021,5.42,1,151,10,City Registration Pending
561148,"Great Family Home, Quiet Street, Close to GG Park",2758480,Steve,,Inner Richmond,37.77689,-122.45594,Entire home/apt,425,3,27,10/3/2021,0.3,1,4,3,City Registration Pending
561602,Stunning view/Mission District/20 minutes downtown,2760904,Matthew,,Bernal Heights,37.744736,-122.418465,Private room,80,4,202,10/12/2021,2.28,1,46,5,STR-0001006
562593,Beauty in the Heart of North Beach,2767413,Matt,,North Beach,37.80082,-122.40594,Entire home/apt,185,3,43,10/24/2021,0.4,1,80,22,STR-0004153
568161,Comfortable Room in Glen Park (SF),2795397,Beth,,Outer Mission,37.73218,-122.43726,Private room,68,2,378,10/31/2021,3.77,1,36,5,City Registration Pending
571042,Upscale View Cottage in San Francisco 3br/ 2.5ba.,1550529,Shannon,,Haight Ashbury,37.76829,-122.43968,Entire home/apt,620,30,14,9/1/2021,0.13,1,0,1,STR-0001512
571142,Best San Francisco Airbnb! Walk Everywhere!,2072534,Michael,,Inner Sunset,37.76459,-122.45483,Entire home/apt,209,30,43,8/10/2021,0.5,2,146,3,
580106,Enormous beautiful room in a great area,475974,Ari,,Haight Ashbury,37.77612,-122.44247,Private room,93,1,69,1/14/2020,0.93,3,0,0,STR-0003348
582335,"Luxurious, high end, modern, remodeled Victorian.",2867852,Adam,,Marina,37.80144,-122.43865,Entire home/apt,1049,4,11,7/27/2021,0.11,1,225,2,STR-0001314
585326,"Cozy Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77547,-122.48116,Entire home/apt,82,2,780,10/23/2021,7.85,2,145,35,STR-0000234
589767,Beautiful Nob Hill Apartment with Perfect Location,1692184,Joe & Katrina,,Russian Hill,37.79769,-122.41155,Entire home/apt,325,7,25,8/9/2021,0.24,3,99,3,STR-0002875
592883,Quiet bedroom with private bathroom,1776403,Ken,,Mission,37.75594,-122.41105,Private room,80,7,56,10/4/2021,1.46,5,314,9,STR-0000166
593253,Lower Haight Victorian room,2929255,Trevor,,Western Addition,37.7699,-122.42917,Private room,90,7,369,2/22/2020,5.23,1,321,0,STR-0000163
596042,Prime Location - Single Airy Room,216682,Jay,,Pacific Heights,37.79361,-122.42469,Private room,48,30,100,8/13/2021,0.94,9,275,2,
602036,Eclectic Queen Anne Victorian in NOPA,224980,Larry And Robin,,Western Addition,37.7769,-122.44312,Entire home/apt,420,30,1,9/22/2017,0.02,2,104,0,
607500,Newly Renovated - San Francisco in Style,1805856,Adam N Alex,,Haight Ashbury,37.76864,-122.45267,Entire home/apt,975,3,59,9/26/2021,0.67,1,338,4,STR-0004236
616204,Walker's Paradise - Heart of SF,2806033,Tina,,Chinatown,37.79644,-122.40879,Entire home/apt,450,7,74,8/16/2021,0.67,2,365,1,STR-0002254
616517,Beautiful and Spacious Loft - SOMA,3055666,Steven,,South of Market,37.77459,-122.40768,Entire home/apt,199,30,110,10/10/2021,1.64,1,350,4,
626349,Sunny Modern Luxury Condo!,2528117,Sean,,South of Market,37.78097,-122.40628,Entire home/apt,84,30,47,8/16/2021,0.83,1,43,6,
628068,Contemporary Studio- Prime Location,1347606,Momchil,,Financial District,37.78724,-122.39825,Entire home/apt,104,30,55,8/15/2021,0.59,1,92,1,
632303,"Cozy Stylish Apt in SF Hills. Trails, Bay Views",2206832,Athena,,Glen Park,37.73932,-122.43337,Entire home/apt,95,30,16,7/1/2021,0.41,2,253,5,
633629,Room with Private Sitting Area,3151325,Andrea,,Outer Mission,37.73175,-122.44106,Private room,100,1,82,8/15/2021,0.98,2,83,2,STR-0004555
635850,SF Penthouse right next to the Moscone Center,3169829,Anjan,,South of Market,37.78297,-122.39963,Private room,280,2,21,2/15/2020,0.2,2,90,0,STR-0004617
640605,San Francisco Marina Garden Studio,3198692,Alexandra,,Marina,37.80261,-122.43383,Entire home/apt,120,30,56,2/15/2021,0.5,1,62,1,STR-0000284
642672,Gorgeous 1BR - heart of Noe Valley,611216,Yasaman,,Bernal Heights,37.74584,-122.42412,Entire home/apt,99,30,6,6/20/2013,0.05,1,105,0,
647360,"Stylish, Comfortable Apartment Close to Twin Peaks",3245648,Eric & Peter,,Lakeshore,37.73286,-122.47812,Entire home/apt,267,2,376,10/28/2021,4.13,1,325,46,STR-0000044
648086,Private room and Private bath.,3250518,Ponge,,Bernal Heights,37.74189,-122.41902,Private room,79,3,285,10/18/2021,3.23,1,129,15,STR-0001829
654279,Quiet Room in Our Friendly Home,3289160,Tim & Chris,,Bayview,37.74444,-122.40408,Private room,90,3,317,2/2/2020,3.17,1,2,0,"STR-0004235

(Formerly STR-0000161)"
663623,Grand victorian flat in mission SF,119920,Gwen,,Mission,37.7562,-122.40944,Entire home/apt,240,2,34,10/18/2021,0.39,1,300,12,STR-0001506
664307,Private Room: Escape to the Mission,3355966,Geoff,,Mission,37.75292,-122.4186,Private room,89,2,427,11/1/2021,4.2,2,348,13,City Registration Pending
664315,Home in the Heart of the Mission,3355966,Geoff,,Mission,37.75502,-122.41889,Entire home/apt,136,7,6,6/13/2018,0.08,2,0,0,City Registration Pending
666434,San Francisco one bedroom unit,103427,Jacqueline M,,Financial District,37.78929,-122.40601,Entire home/apt,357,2,4,1/14/2015,0.04,2,364,0,timeshare
671513,Sunny San Francisco Spot near Golden Gate Park!,2072534,Michael,,Inner Sunset,37.76618,-122.45311,Private room,169,30,8,9/17/2014,0.07,2,146,0,
678556,"Cheerful, Private Garden Studio - Retreat from the City",3453060,Lorraine,,Haight Ashbury,37.77426,-122.45376,Entire home/apt,165,5,419,10/18/2021,4.09,1,73,8,STR-0000027
680288,Cozy Mission Garden Rooms,3463569,Ken,,Mission,37.7523,-122.41395,Entire home/apt,175,2,276,9/22/2021,3.19,1,223,12,STR-0000002
690872,Pacific Hts Designer Home,1142106,Pat,,Pacific Heights,37.79156,-122.44492,Entire home/apt,240,30,0,,,1,29,0,
691023,Modern and Serene House on Dolores Park,3531780,Mickey,,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,450,4,34,12/26/2019,0.63,1,9,0,STR-0004590
696827,studio unit san francisco,103427,Jacqueline M,,Chinatown,37.79163,-122.4072,Entire home/apt,257,2,1,9/22/2012,0.01,2,364,0,timeshare
699723,2BR Penthouse with 4 sunny decks,469757,Reid,,Potrero Hill,37.76497,-122.39798,Entire home/apt,449,30,69,8/5/2021,0.88,1,233,5,STR-0002433
708731,Private Entry to Private Bed/Bath w Garden Outside,3645596,Karen,,Western Addition,37.78163,-122.43819,Private room,130,4,266,11/1/2021,2.72,1,0,3,STR-0000113
715543,Marie's sunny spacious Mission loft,3676663,Catherine Marie,,Mission,37.76196,-122.41361,Entire home/apt,180,30,4,9/4/2014,0.04,2,0,0,
715754,Stunning Views Near Haight & Castro,3685746,Deb & Greg,,Castro/Upper Market,37.76476,-122.44273,Entire home/apt,160,30,81,10/15/2020,0.93,2,305,0,
719431,Garden live/work suite in safe area by Metro subwy,783438,Phil,,West of Twin Peaks,37.73993,-122.4686,Entire home/apt,88,5,350,10/28/2021,3.49,2,125,29,STR-0000053
720811,Private Apartment in the Inner Richmond of SF,93873,Ron & Cherie,,Inner Richmond,37.77739,-122.46161,Entire home/apt,149,3,246,10/24/2021,2.31,1,71,17,STR-0000392
725300,"Bright, Serene Sanctuary above the Castro 3BR/Pkg",3750633,Alex,,Castro/Upper Market,37.75941,-122.44334,Private room,399,30,43,11/9/2017,0.75,1,90,0,STR-0002886
727866,Private Luxurious Guest Suite Near SF Ocean Beach,1743076,Kevin & Esther,,Outer Sunset,37.74658,-122.50314,Entire home/apt,132,1,504,10/23/2021,4.88,1,54,29,STR-0000207
727969,Spacious 1 Bedroom with Garden in Sunny Noe,3729230,Grace,,Noe Valley,37.7527,-122.43294,Entire home/apt,159,30,265,7/20/2021,2.64,2,319,6,STR-0000791
728585,Clipper Street Cottage,3780377,Doug,,Noe Valley,37.74988,-122.4355,Entire home/apt,139,3,319,10/24/2021,4.03,1,307,17,STR-0000052
728884,Spacious 2BR in Noe with Parking,3729230,Grace,,Noe Valley,37.75277,-122.43517,Entire home/apt,245,30,140,8/15/2021,2.16,2,335,2,STR-0000791
734801,"Luxurious, modern, beautiful A+view",3832375,Basia,,Pacific Heights,37.78972,-122.43086,Entire home/apt,195,30,29,7/20/2021,0.33,1,233,1,
734839,Relax in a Charming Edwardian Flat in Russian Hill,3832802,Kenji,,North Beach,37.80074,-122.41048,Entire home/apt,280,30,188,9/30/2021,1.77,1,26,4,STR-0000091
738547,Spectacular Bay View Russian Hill,3860047,Robert,,Russian Hill,37.80601,-122.41901,Entire home/apt,395,3,157,10/17/2021,1.67,1,309,22,STR-0004924
741327,Short-Term Furnished Rental Nob Hill FiDi: 1BR/1BA,9965793,The Twist,,Nob Hill,37.79102,-122.40921,Entire home/apt,123,30,9,8/29/2016,0.08,8,89,0,
745867,TWIN PEAK VIEWS! private mini-suite,3676045,Annie Maya,,Potrero Hill,37.75393,-122.39924,Private room,39,30,38,9/27/2021,0.36,1,131,5,
746079,Castro/Corbett Heights Condo,1567365,Ian,,Castro/Upper Market,37.76079,-122.44434,Private room,130,1,373,11/1/2021,3.62,1,258,18,STR-0004525
747167,Micro-Private Double,576273,Darren,,Chinatown,37.79495,-122.40515,Private room,600,30,0,,,2,365,0,
749990,Remodeled Beauty in Haight Ashbury,2475480,Arthur,,Haight Ashbury,37.77164,-122.44084,Entire home/apt,225,30,73,2/1/2017,0.68,4,274,0,
752607,MIssion Charmer in Foodie Paradise - 3bd/1ba,3958328,Lily,,Mission,37.76548,-122.42032,Entire home/apt,275,5,328,9/28/2021,3.28,1,84,30,STR-0001363
754117,Amazing flat in Haight Ashbury,3967658,Ryan & Tricia,,Haight Ashbury,37.77234,-122.44622,Entire home/apt,275,3,161,10/19/2021,1.61,1,145,36,Pending Application
758815,Beautiful apartment with garden close to the water,3998807,Jacinta,,Marina,37.80304,-122.44187,Entire home/apt,128,30,25,5/2/2021,0.28,1,218,5,1021857
760794,"Panoramic View, Gorgeous, Homey:",4010707,Evelyn,,Glen Park,37.73743,-122.42932,Entire home/apt,200,30,25,12/28/2020,0.28,1,1,2,STR-0000448
765914,"Gorgeous Mission Loft, Great Light!",4038852,Garry,,Mission,37.75778,-122.41316,Entire home/apt,399,14,48,3/16/2020,0.66,1,365,0,STR-0002749
766516,"Sunlit Precita Park/Bernal 2BR+Bonus Rms, 5* Clean",4041928,Catherine & Christian,,Bernal Heights,37.7467,-122.41368,Entire home/apt,136,30,92,8/1/2021,1.01,1,57,4,STR-0001252
767506,Spacious Gem to Entertain or Relax,3807182,Jennifer,,West of Twin Peaks,37.74412,-122.45273,Entire home/apt,410,2,120,10/11/2021,1.19,1,256,10,STR-0000472
774323,PrivateBath.    Hike/Bike/TransitScore97,4085271,Jan,,Mission,37.76034,-122.42394,Private room,150,2,415,11/1/2021,4.71,2,0,7,STR-0000504
776239,"Modern view house up above the Castro, 3+bdrm/2ba",4094089,Josh,,Castro/Upper Market,37.75948,-122.44357,Entire home/apt,560,5,35,10/9/2021,0.72,1,0,9,STR-0002738
779109,Private Mission Rm w/ Modern Design,4091830,Daniel,,Mission,37.74869,-122.41935,Private room,160,30,173,8/15/2021,2.28,3,360,2,STR-0001812
781945,Huge Condo in the best Location,4124339,Tanmay,,Financial District,37.78471,-122.39852,Entire home/apt,350,183,3,9/13/2013,0.03,1,365,0,
783135,Huge 1BR Apartment + Garden (NoPa),13504479,Deborah,,Western Addition,37.77624,-122.44368,Entire home/apt,135,30,134,10/1/2021,2.02,1,312,7,City registration pending
783821,Exquisite Top Floor Castro Jewelbox + Parking,137980,Jack,,Castro/Upper Market,37.75919,-122.43723,Entire home/apt,205,30,20,8/31/2021,0.23,3,185,4,
784071,Elegant Spacious Flat with PARKING,3772252,Timothy,,Castro/Upper Market,37.7601,-122.42869,Entire home/apt,300,30,92,10/16/2021,0.94,1,336,4,
785901,Dorm Bed In Friendly Hostel Community #7,329072,James & Friends,,Financial District,37.79369,-122.40417,Shared room,45,7,212,2/22/2020,2.25,15,90,0,428539
786492,Dorm Bed In Friendly Hostel Community #8,329072,James & Friends,,Financial District,37.79369,-122.40417,Shared room,45,1,212,5/31/2021,2.65,15,90,4,428539
786506,Dorm Bed In Friendly Hostel Community #9,329072,James & Friends,,Financial District,37.79369,-122.40417,Shared room,45,1,214,9/19/2021,2.3,15,89,14,428539
794626,Beautiful Bernal Heights Apartment,4186663,Justin,,Excelsior,37.72882,-122.42539,Entire home/apt,125,2,282,10/7/2021,3.76,1,348,19,Pending application
794649,Beautiful Balcony room in Haight Victorian,4152894,Gena And Jon,,Haight Ashbury,37.77153,-122.44169,Private room,120,30,46,11/11/2018,0.58,2,298,1,dlw8855de
795254,Attic Master Suite with Kitchenette,4189517,Jane,,Western Addition,37.77099,-122.43355,Entire home/apt,150,3,256,10/29/2021,2.79,1,304,33,STR-0000406
797887,Your Happy Place Urban Retreat,4201732,Tonia,,Outer Mission,37.73066,-122.45003,Private room,49,30,52,6/22/2019,0.75,1,237,0,455839
808919,Cozy Victorian in Alamo Square Area,3022475,Susan,,Western Addition,37.77819,-122.43721,Private room,105,3,115,3/15/2020,1.53,3,357,0,STR-0000427
810315,Private Room With Best Location In city,1504399,"Skt, Teo",,Marina,37.80013,-122.42542,Private room,69,30,23,12/22/2019,0.54,2,49,0,1083921﻿
811374,Perfectly Located Russian Hill Flat,300607,Juliana,,Russian Hill,37.79717,-122.42062,Entire home/apt,105,30,2,3/16/2013,0.02,1,365,0,
813577,Victorian flat in heart of the Mission District,4275408,Mark,,Mission,37.75905,-122.41945,Entire home/apt,105,30,4,9/16/2021,0.44,1,142,4,
819863,"Absolutely Private, Wi Fi, Laundry, Public Parking",4306242,Michael And Polina,,Inner Sunset,37.75868,-122.46912,Entire home/apt,101,3,86,10/19/2021,1.37,2,232,25,STR-0004485
829185,Gorgeously Renovated Coastal Victorian Home,4346130,Shannon,,Mission,37.76956,-122.42483,Entire home/apt,499,3,120,9/6/2021,1.15,2,6,11,STR-0000973
830330,"All new, spacious apartment & yard",4349750,Ramona And Arran,,Bernal Heights,37.73925,-122.41558,Entire home/apt,165,4,89,4/1/2021,1.17,2,0,2,STR-0004536
830576,Sunny Pac Heights Studio w BAY VIEW,2350141,Eric,,Pacific Heights,37.79644,-122.42546,Entire home/apt,175,200,2,4/22/2013,0.02,1,363,0,
833149,"Remodeled 1Bed/1Bath, Pet Friendly, Laundry, Patio",4306242,Michael And Polina,,Inner Sunset,37.75989,-122.46688,Entire home/apt,85,30,11,4/30/2016,0.15,2,179,0,
837045,Kid friendly apt near Duboce Park,4374318,Jolie,,Western Addition,37.77028,-122.43156,Entire home/apt,249,2,55,9/6/2021,0.72,2,7,6,STR-0003122
840986,Apartment across from Precita Park!,1666770,Addy And Carlota,,Bernal Heights,37.74781,-122.41202,Entire home/apt,80,30,247,8/3/2020,2.79,1,249,0,STR-0000429
845502,Historic SF Victorian,24215,Rosy,,Western Addition,37.7735,-122.43643,Entire home/apt,895,7,3,6/19/2014,0.03,2,364,0,STR-0000264
851889,Multi Level Loft with Luxurious Patio and Fiber Internet,4447593,Wren,,South of Market,37.77725,-122.40896,Entire home/apt,300,30,62,8/1/2020,0.93,1,88,0,STR-0004055
856123,Private Room in a Stunning Vegan Penthouse Apartment,16382,Mark,,Mission,37.76121,-122.41922,Private room,152,1,167,10/11/2021,2.22,2,61,15,STR-0004023
859310,Queen Bedroom with Full Bathroom,4367968,Xarre & Vanya,,Mission,37.75661,-122.42067,Private room,150,31,7,8/18/2017,0.18,1,364,0,
859336,Cozy & quiet room in bright apartment in Castro,4499134,Anka,,Castro/Upper Market,37.76728,-122.43866,Private room,99,2,365,10/29/2021,3.49,1,61,21,pending
862254,Ashbury Top Floor Apt A5,374909,Eric,,Haight Ashbury,37.76471,-122.44718,Entire home/apt,100,30,2,4/10/2021,0.13,13,322,1,
865873,HUGE Open Concept Living in A+ Location,253059,Marie,,Mission,37.76076,-122.4241,Entire home/apt,389,30,34,6/19/2021,0.73,1,86,2,City registration pending
867499,Gorgeously Renovated Coastal Victorian Share,4346130,Shannon,,Western Addition,37.77119,-122.42461,Private room,199,4,27,2/28/2020,0.3,2,0,0,STR-0000973
867555,Oasis in the Mission District Beautiful 1908 Edwardian Home,4562696,Charles & René,,Mission,37.76845,-122.41869,Entire home/apt,597,10,30,1/2/2019,0.46,2,136,0,Pending Application
