id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_days_active,time_since_first_review,time_since_last_review
2980482,2012-11-19,within an hour,100%,1,6,6,1,Bernal Heights,Other,Private room,1,2,1.0,1.0,$39.00 ,30,90,0,1,4,118,21,2014-08-16,91.0,10.0,9.0,10.0,10.0,9.0,9.0,,0,6,0,6,0,2386.0,4+ years,0-2 weeks
2984463,2014-05-07,within an hour,100%,1,1,1,1,Bernal Heights,House,Private room,2,1,1.0,1.0,$160.00 ,1,28,14,39,68,335,289,2014-06-30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000210,0,1,0,1,0,1852.0,4+ years,0-2 weeks
3013427,2014-05-11,within an hour,100%,1,4,4,1,Western Addition,Apartment,Private room,2,1,1.0,1.0,$900.00 ,30,360,0,25,55,55,62,2014-05-19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000484,0,4,1,3,0,1848.0,4+ years,2-8 weeks
3013520,2012-09-08,within an hour,100%,0,4,4,0,Inner Richmond,Apartment,Entire home/apt,2,1,0.0,1.0,$55.00 ,30,360,0,0,12,287,24,2014-06-29,86.0,10.0,9.0,10.0,10.0,9.0,9.0,long terms only,1,3,3,0,0,2458.0,4+ years,0-2 weeks
3015450,2013-12-01,within an hour,100%,1,1,1,1,Lakeshore,House,Private room,3,0.5,1.0,1.0,$87.00 ,2,1125,6,31,57,314,195,2016-01-22,97.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0001021,1,1,0,1,0,2009.0,2-3 years,0-2 weeks
3028924,2011-03-08,,unknown,0,1,1,1,Mission,House,Private room,1,1,1.0,1.0,$125.00 ,2,14,0,0,0,0,27,2016-06-25,99.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0001980,0,1,0,1,0,3008.0,2-3 years,2-6 months
3029597,2011-08-06,within an hour,100%,1,5,5,1,Marina,Apartment,Private room,1,1,1.0,1.0,$109.00 ,1,4,12,36,66,66,162,2015-01-26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000014,0,4,0,4,0,2857.0,4+ years,0-2 weeks
3030653,2014-05-12,within an hour,100%,1,1,1,1,Mission,House,Entire home/apt,2,1,1.0,1.0,$140.00 ,2,28,1,3,3,34,400,2014-05-15,96.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000413,0,1,1,0,0,1847.0,4+ years,0-2 weeks
3042811,2013-10-29,within a few hours,100%,1,1,1,1,Western Addition,Apartment,Entire home/apt,2,1,1.0,1.0,$200.00 ,2,30,0,0,0,0,27,2014-09-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001028,0,1,1,0,0,2042.0,4+ years,2-8 weeks
3043102,2011-09-25,within a few hours,100%,0,1,1,0,Outer Sunset,House,Entire home/apt,4,1,2.0,2.0,$130.00 ,30,180,14,33,33,33,104,2014-05-19,94.0,10.0,10.0,10.0,10.0,10.0,9.0,City registration pending,0,1,1,0,0,2807.0,4+ years,0-2 weeks
3053443,2013-10-02,within an hour,100%,1,4,4,1,Haight Ashbury,House,Private room,1,1.5,1.0,1.0,$95.00 ,1,1125,0,0,0,0,3,2017-03-01,100.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0001036,0,4,1,3,0,2069.0,2-3 years,6-12 months
3073038,2012-04-30,within a day,100%,1,2,2,1,Castro/Upper Market,Apartment,Private room,2,1,1.0,1.0,$145.00 ,3,29,0,4,27,27,76,2014-07-08,98.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0001742,0,1,0,1,0,2589.0,4+ years,0-2 weeks
3073393,2013-07-07,,unknown,1,1,1,1,Mission,Apartment,Entire home/apt,6,1,3.0,3.0,$405.00 ,30,1125,0,0,0,0,160,2014-07-14,94.0,10.0,10.0,10.0,9.0,10.0,9.0,City Registration Pending,0,1,1,0,0,2156.0,4+ years,0-2 weeks
3079665,2012-04-27,within an hour,100%,0,5,5,1,Mission,Apartment,Private room,2,1,1.0,1.0,$145.00 ,30,120,30,60,90,180,36,2014-05-30,95.0,10.0,10.0,10.0,10.0,10.0,9.0,,0,2,1,1,0,2592.0,4+ years,6-12 months
3079929,2014-05-18,within an hour,100%,1,4,4,1,Mission,House,Entire home/apt,6,1,2.0,3.0,$375.00 ,3,60,19,32,58,175,32,2015-05-22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000736,0,2,1,1,0,1841.0,4+ years,0-2 weeks
3081324,2014-05-18,within an hour,100%,0,1,1,1,Glen Park,House,Entire home/apt,10,2,3.0,4.0,$450.00 ,3,90,12,35,43,168,117,2014-06-17,93.0,10.0,9.0,10.0,10.0,9.0,9.0,STR-0000851,1,1,1,0,0,1841.0,4+ years,0-2 weeks
3081560,2014-05-18,within a few hours,100%,1,1,1,1,Mission,House,Private room,2,1,1.0,1.0,$150.00 ,2,120,2,2,2,234,175,2014-10-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001191,0,1,0,1,0,1841.0,4+ years,0-2 weeks
3082327,2014-05-04,within an hour,100%,1,2,2,1,Outer Sunset,House,Private room,1,1,1.0,1.0,$90.00 ,3,21,4,11,34,92,359,2014-05-23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0000048,1,2,0,2,0,1855.0,4+ years,0-2 weeks
3084671,2011-07-23,,unknown,0,1,1,1,Mission,Apartment,Entire home/apt,5,2,3.0,3.0,$295.00 ,3,11,0,0,0,0,6,2014-05-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002796,0,1,1,0,0,2871.0,4+ years,6-12 months
3093070,2012-09-18,within an hour,100%,1,6,6,1,Bernal Heights,House,Private room,6,1,2.0,4.0,$299.00 ,2,1125,1,10,17,254,15,2017-02-05,96.0,10.0,9.0,10.0,10.0,10.0,9.0,STR-0000478,1,4,2,2,0,2448.0,2-3 years,0-2 weeks
3093543,2014-05-19,within an hour,100%,1,2,2,1,Presidio,Apartment,Private room,2,1,1.0,1.0,$105.00 ,5,60,10,37,51,257,237,2014-05-23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002421,0,1,0,1,0,1840.0,4+ years,0-2 weeks
3096080,2012-06-19,within a day,100%,1,1,1,1,Mission,Apartment,Entire home/apt,3,1,1.0,1.0,$210.00 ,4,29,5,9,9,12,31,2014-05-27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001731,0,1,1,0,0,2539.0,4+ years,2-6 months
3102139,2013-06-04,within an hour,100%,1,1,1,1,Castro/Upper Market,House,Entire home/apt,6,2.5,3.0,3.0,$650.00 ,3,7,0,0,0,0,12,2018-06-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001096,0,1,1,0,0,2189.0,6-12 months,0-2 weeks
3105361,2014-05-11,within an hour,100%,0,1,1,1,Noe Valley,Apartment,Entire home/apt,4,2,2.0,2.0,$275.00 ,3,29,6,13,19,19,42,2014-07-03,95.0,10.0,9.0,10.0,10.0,10.0,9.0,STR-0000658,0,1,1,0,0,1848.0,4+ years,2-6 months
3105998,2011-11-30,within a few hours,100%,1,2,2,1,Mission,Apartment,Entire home/apt,2,1,1.0,1.0,$225.00 ,4,1125,0,8,8,8,20,2014-06-09,99.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0002616,0,2,2,0,0,2741.0,4+ years,0-2 weeks
3112427,2014-05-21,within an hour,50-89%,1,1,1,0,Outer Sunset,Apartment,Entire home/apt,2,1,0.0,1.0,$125.00 ,2,1125,5,8,16,258,140,2014-07-06,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000222,1,1,1,0,0,1838.0,4+ years,0-2 weeks
3116428,2012-05-22,within a day,100%,1,2,2,1,Castro/Upper Market,Apartment,Entire home/apt,2,1,2.0,2.0,$200.00 ,4,29,0,0,0,0,22,2014-06-17,96.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000683,0,1,1,0,0,2567.0,4+ years,2-8 weeks
3116974,2011-11-26,within a few hours,100%,1,1,1,1,Russian Hill,Apartment,Entire home/apt,4,1,2.0,2.0,$185.00 ,30,365,0,0,5,206,113,2014-07-18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000760,1,1,1,0,0,2745.0,4+ years,0-2 weeks
3122882,2013-11-30,within a day,50-89%,1,1,1,1,Haight Ashbury,Apartment,Private room,2,1,1.0,1.0,$140.00 ,2,30,11,11,37,111,135,2014-05-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000083,0,1,0,1,0,2010.0,4+ years,0-2 weeks
3123536,2014-05-22,within an hour,100%,1,1,1,1,Bernal Heights,House,Entire home/apt,4,1,2.0,2.0,$275.00 ,2,1125,0,0,0,0,99,2014-06-04,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001265,0,1,1,0,0,1837.0,4+ years,0-2 weeks
3124541,2011-06-12,within an hour,100%,1,2,2,1,Castro/Upper Market,Apartment,Private room,2,1,1.0,1.0,$145.00 ,2,28,10,20,26,175,264,2014-06-05,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000226,0,2,0,2,0,2912.0,4+ years,0-2 weeks
3133266,2011-07-19,within an hour,100%,1,2,2,0,Haight Ashbury,Apartment,Entire home/apt,8,1.5,3.0,4.0,$290.00 ,30,360,0,6,36,311,60,2014-06-25,98.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000085,0,2,2,0,0,2875.0,4+ years,0-2 weeks
3157463,2012-10-19,within a day,50-89%,0,1,1,1,Outer Richmond,House,Entire home/apt,4,2,2.0,2.0,$375.00 ,7,28,4,16,37,312,17,2014-08-03,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000598,0,1,1,0,0,2417.0,4+ years,2-6 months
3157541,2014-04-26,within an hour,100%,1,1,1,1,Castro/Upper Market,Apartment,Private room,2,2,1.0,1.0,$125.00 ,2,90,7,13,28,291,142,2014-06-18,96.0,10.0,10.0,10.0,10.0,10.0,10.0,Str1023533,0,1,0,1,0,1863.0,4+ years,0-2 weeks
3163839,2013-11-19,within a day,100%,0,1,1,1,Bernal Heights,House,Private room,1,2,1.0,1.0,$100.00 ,30,180,1,31,61,336,4,2015-08-16,100.0,10.0,9.0,10.0,10.0,10.0,10.0,,0,1,0,1,0,2021.0,2-3 years,6-12 months
3175769,2014-05-28,within a day,100%,0,1,1,1,Marina,House,Entire home/apt,4,2,3.0,3.0,$350.00 ,30,1125,29,29,29,211,5,2014-08-01,100.0,10.0,10.0,10.0,10.0,10.0,9.0,,0,1,1,0,0,1831.0,4+ years,6-12 months
3182798,2013-02-04,within a few hours,90-99%,0,3,3,0,North Beach,Other,Entire home/apt,4,1.5,2.0,4.0,$208.00 ,2,1125,11,31,59,60,108,2014-06-18,96.0,10.0,10.0,10.0,10.0,10.0,9.0,License not needed per OSTR,0,2,2,0,0,2309.0,4+ years,0-2 weeks
3183280,2014-05-29,within an hour,100%,0,1,1,1,South of Market,Other,Entire home/apt,4,2,1.0,2.0,$375.00 ,30,1125,23,53,83,83,35,2014-07-17,99.0,10.0,10.0,10.0,10.0,10.0,9.0,City registration pending,0,1,1,0,0,1830.0,4+ years,6-12 months
3200340,2013-04-01,within an hour,100%,0,2,2,0,Mission,Other,Private room,2,1.5,1.0,1.0,$75.00 ,30,1125,14,14,39,314,26,2014-06-16,93.0,10.0,9.0,10.0,10.0,9.0,8.0,,1,2,0,2,0,2253.0,4+ years,0-2 weeks
3200431,2014-05-11,within an hour,100%,1,4,4,1,Western Addition,Apartment,Private room,2,1,1.0,1.0,"$1,500.00 ",30,360,29,59,89,364,14,2014-06-29,96.0,10.0,9.0,10.0,10.0,10.0,9.0,STR-0000484,0,4,1,3,0,1848.0,4+ years,6-12 months
3201044,2014-05-31,within an hour,100%,1,3,3,1,Twin Peaks,House,Entire home/apt,6,2,3.0,3.0,$600.00 ,3,120,26,56,83,354,28,2014-06-19,98.0,10.0,10.0,10.0,10.0,9.0,9.0,Str-0000743,1,3,1,2,0,1828.0,4+ years,0-2 weeks
3205059,2011-03-02,within an hour,100%,1,5,5,1,Potrero Hill,Apartment,Entire home/apt,2,1,0.0,1.0,$145.00 ,31,90,4,11,19,20,102,2014-08-22,96.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001061,0,1,1,0,0,3014.0,4+ years,0-2 weeks
3218306,2010-06-08,within an hour,100%,1,2,2,1,Castro/Upper Market,Apartment,Private room,2,1,1.0,1.0,$126.00 ,2,30,12,12,12,12,188,2014-06-27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000201,0,2,1,1,0,3281.0,4+ years,0-2 weeks
3219450,2013-06-30,within an hour,100%,0,2,2,1,Mission,Apartment,Private room,2,1,1.0,1.0,$75.00 ,1,1125,0,2,13,13,1,2019-01-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001782,0,2,1,1,0,2163.0,0-6 months,2-8 weeks
3225725,2014-04-02,within a few hours,100%,0,3,3,1,Potrero Hill,Apartment,Entire home/apt,2,1,1.0,1.0,$97.00 ,30,1125,0,0,0,275,12,2014-07-22,90.0,10.0,9.0,10.0,10.0,9.0,9.0,,0,3,1,2,0,1887.0,4+ years,2-8 weeks
3240016,2014-04-06,within an hour,100%,1,1,1,1,Haight Ashbury,Apartment,Entire home/apt,2,1,1.0,0.0,$120.00 ,30,1125,0,0,28,303,161,2014-06-26,97.0,10.0,10.0,10.0,10.0,10.0,9.0,,0,1,1,0,0,1883.0,4+ years,0-2 weeks
3246879,2011-10-06,within an hour,90-99%,1,34,34,0,Western Addition,Apartment,Entire home/apt,2,1,1.0,1.0,$155.00 ,360,1125,30,60,90,365,0,,,,,,,,,,0,28,28,0,0,2796.0,nan,nan
3250486,2012-10-04,within an hour,100%,1,2,2,1,Mission,Apartment,Private room,2,2,2.0,0.0,$146.00 ,6,16,9,9,9,9,72,2014-06-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000268,0,2,1,1,0,2432.0,4+ years,0-2 weeks
3250833,2014-06-05,,unknown,0,1,1,0,Russian Hill,Other,Entire home/apt,4,1,1.0,1.0,$739.00 ,1,7,4,7,7,166,0,,,,,,,,,City registration pending,1,1,1,0,0,1823.0,nan,nan
3257886,2014-05-10,within an hour,100%,1,1,1,1,Outer Sunset,House,Entire home/apt,4,1,2.0,3.0,$160.00 ,1,27,0,3,4,193,453,2014-06-25,95.0,10.0,10.0,10.0,10.0,10.0,10.0,City registration pending,1,1,1,0,0,1849.0,4+ years,0-2 weeks
3257979,2014-06-06,within a day,100%,0,1,1,1,Parkside,House,Private room,2,1,1.0,2.0,$53.00 ,2,35,2,6,10,220,219,2014-06-19,96.0,10.0,9.0,10.0,10.0,9.0,10.0,STR-0001573,0,1,0,1,0,1822.0,4+ years,0-2 weeks
3261876,2012-08-25,within a few hours,100%,1,3,3,1,South of Market,Apartment,Private room,1,1.5,1.0,1.0,$159.00 ,3,10,19,45,75,333,117,2014-07-22,97.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0000845,0,3,2,1,0,2472.0,4+ years,0-2 weeks
3262216,2013-06-17,within a day,50-89%,0,1,1,1,Outer Mission,House,Entire home/apt,6,2,3.0,4.0,$360.00 ,3,10,12,16,16,16,5,2014-07-03,100.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0002284,0,1,1,0,0,2176.0,4+ years,2-8 weeks
3263219,2012-12-07,within a few hours,100%,0,2,2,0,Bernal Heights,House,Entire home/apt,4,1,2.0,2.0,$240.00 ,4,8,0,0,16,16,27,2014-07-06,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000849,0,2,2,0,0,2368.0,4+ years,2-8 weeks
3271517,2014-06-04,within a few hours,100%,1,1,1,1,Western Addition,House,Private room,2,1,1.0,1.0,$125.00 ,3,30,3,8,16,267,213,2014-06-16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002565,0,1,0,1,0,1824.0,4+ years,0-2 weeks
3277849,2014-06-09,,unknown,0,1,1,1,Outer Sunset,House,Entire home/apt,7,1,2.0,5.0,$200.00 ,365,1120,29,59,87,87,168,2014-07-14,95.0,10.0,9.0,10.0,10.0,9.0,9.0,STR-0000891,0,1,1,0,0,1819.0,4+ years,2-6 months
3280443,2013-04-05,,unknown,0,1,1,1,Pacific Heights,Apartment,Entire home/apt,2,1,1.0,1.0,$450.00 ,4,4,0,0,0,0,6,2017-07-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001617,0,1,1,0,0,2249.0,1-2 years,2-6 months
3283447,2011-09-06,,unknown,1,2,2,1,Western Addition,Other,Private room,2,1,1.0,1.0,$75.00 ,30,1125,30,60,90,365,201,2015-02-11,97.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0001013,1,1,0,1,0,2826.0,4+ years,2-6 months
3284042,2014-06-10,,unknown,0,2,2,1,Outer Mission,House,Private room,2,1,1.0,1.0,$100.00 ,1,29,0,0,0,0,20,2015-04-10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000881,0,2,1,1,0,1818.0,4+ years,6-12 months
3290706,2011-07-05,within an hour,100%,1,1,1,1,Twin Peaks,Apartment,Entire home/apt,2,1,1.0,1.0,$129.00 ,3,25,0,1,1,170,115,2014-09-06,98.0,10.0,10.0,10.0,10.0,9.0,9.0,STR-0000167,0,1,1,0,0,2889.0,4+ years,0-2 weeks
3290739,2011-08-06,within an hour,100%,1,5,5,1,Marina,House,Private room,2,1,1.0,1.0,$119.00 ,1,28,5,13,27,27,294,2014-07-13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000014,0,4,0,4,0,2857.0,4+ years,0-2 weeks
3292643,2014-02-15,within an hour,100%,0,1,1,1,Outer Sunset,Apartment,Entire home/apt,4,1,2.0,2.0,$245.00 ,3,1125,5,6,6,6,20,2015-06-07,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0003060,0,1,1,0,0,1933.0,2-3 years,2-8 weeks
3293492,2014-02-15,within a few hours,100%,0,2,2,0,Bernal Heights,Apartment,Entire home/apt,2,1,1.0,1.0,$99.00 ,2,1125,0,0,0,0,17,2015-06-24,92.0,10.0,9.0,10.0,10.0,10.0,9.0,City registration pending,0,1,1,0,0,1933.0,2-3 years,6-12 months
3309722,2013-03-14,within an hour,100%,1,1,1,1,Glen Park,House,Entire home/apt,2,1,1.0,1.0,$200.00 ,2,29,2,8,23,23,336,2014-08-27,97.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000729,0,1,1,0,0,2271.0,4+ years,0-2 weeks
3311711,2014-06-12,within an hour,100%,1,1,1,1,Mission,Apartment,Private room,2,1.5,1.0,1.0,$120.00 ,2,10,1,8,10,225,348,2014-06-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002024,1,1,0,1,0,1816.0,4+ years,0-2 weeks
3312490,2014-04-30,within an hour,100%,1,2,2,1,Outer Sunset,Apartment,Entire home/apt,2,1,1.0,1.0,$155.00 ,3,21,0,5,9,9,104,2014-06-27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000241,0,2,2,0,0,1859.0,4+ years,2-8 weeks
3319447,2013-02-10,within an hour,100%,1,1,1,0,Golden Gate Park,Apartment,Entire home/apt,2,1,0.0,1.0,$195.00 ,2,1125,0,8,29,281,203,2014-06-26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000776,0,1,1,0,0,2303.0,4+ years,0-2 weeks
3325741,2013-06-06,within an hour,100%,1,1,1,1,Noe Valley,House,Private room,2,1,1.0,1.0,$99.00 ,1,29,4,8,37,37,426,2014-07-28,97.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000100,0,1,0,1,0,2187.0,4+ years,0-2 weeks
3333870,2014-06-15,within an hour,100%,1,1,1,1,Haight Ashbury,House,Private room,2,1,1.0,1.0,$150.00 ,2,21,5,13,18,270,179,2014-06-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000441,0,1,0,1,0,1813.0,4+ years,0-2 weeks
3333937,2011-10-06,within an hour,90-99%,1,34,34,0,Nob Hill,Apartment,Entire home/apt,2,1,1.0,1.0,$141.00 ,30,1125,6,36,66,341,8,2014-11-01,98.0,10.0,10.0,10.0,10.0,9.0,10.0,,0,28,28,0,0,2796.0,4+ years,6-12 months
3343629,2010-05-18,within a few hours,100%,0,35,35,1,Castro/Upper Market,House,Entire home/apt,4,2,3.0,4.0,$217.00 ,30,1125,0,0,0,152,5,2015-03-29,92.0,10.0,10.0,8.0,8.0,10.0,8.0,,0,21,21,0,0,3302.0,4+ years,2-6 months
3344631,2014-05-19,within an hour,100%,0,1,1,1,Mission,Apartment,Entire home/apt,4,1,2.0,2.0,$125.00 ,30,1125,0,0,21,111,134,2014-06-23,91.0,9.0,9.0,10.0,10.0,9.0,9.0,,0,1,1,0,0,1840.0,4+ years,2-6 months
3354004,2014-02-15,within a day,100%,0,2,2,1,Nob Hill,Apartment,Private room,2,1,1.0,1.0,$70.00 ,30,1125,2,13,13,175,34,2015-05-22,93.0,10.0,9.0,10.0,10.0,10.0,9.0,,1,1,0,1,0,1933.0,4+ years,0-2 weeks
3354928,2011-11-19,within a few hours,100%,0,4,4,1,Western Addition,Apartment,Entire home/apt,6,1,2.0,3.0,$350.00 ,30,1125,30,60,90,365,105,2014-07-10,90.0,10.0,9.0,10.0,10.0,10.0,9.0,STR-0001062,0,2,2,0,0,2752.0,4+ years,2-8 weeks
3355334,2013-06-01,within an hour,100%,1,3,3,1,South of Market,Other,Private room,2,1,1.0,1.0,$150.00 ,2,14,3,3,3,3,32,2016-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,City registration pending,0,3,1,2,0,2192.0,2-3 years,0-2 weeks
3376512,2014-02-23,within a day,100%,0,1,1,0,Bernal Heights,House,Entire home/apt,4,2,2.0,2.0,$250.00 ,3,1125,0,9,10,48,43,2014-06-30,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1022835,0,1,1,0,0,1925.0,4+ years,0-2 weeks
3376895,2013-02-18,within an hour,100%,1,2,2,1,Bernal Heights,House,Private room,2,1,1.0,1.0,$79.00 ,1,1125,6,14,18,186,231,2014-07-03,96.0,10.0,9.0,10.0,10.0,9.0,9.0,STR-0002593,1,2,0,2,0,2295.0,4+ years,0-2 weeks
3377936,2014-06-20,within an hour,100%,0,1,1,1,Mission,Apartment,Entire home/apt,4,1,2.0,2.0,$190.00 ,30,1125,1,31,61,61,27,2015-04-03,98.0,10.0,10.0,10.0,10.0,9.0,10.0,,0,1,1,0,0,1808.0,4+ years,2-8 weeks
3384413,2014-06-21,within an hour,100%,1,1,1,1,Mission,Apartment,Entire home/apt,4,1,2.0,2.0,$327.00 ,3,25,16,16,16,16,81,2014-08-25,96.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0003126,0,1,1,0,0,1807.0,4+ years,0-2 weeks
3385880,2014-04-28,within a day,100%,0,1,1,1,Mission,Apartment,Entire home/apt,4,1,2.0,3.0,$375.00 ,2,8,0,0,0,0,14,2014-08-28,93.0,10.0,9.0,10.0,10.0,9.0,9.0,STR-0001493,0,1,1,0,0,1861.0,4+ years,0-2 weeks
3391368,2014-06-22,within a few hours,100%,1,1,1,1,Mission,House,Entire home/apt,2,1,0.0,1.0,$125.00 ,4,27,3,8,26,26,129,2014-08-19,97.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0000747,0,1,1,0,0,1806.0,4+ years,0-2 weeks
3395051,2014-06-22,within an hour,100%,0,1,1,0,Glen Park,Apartment,Entire home/apt,6,3,2.0,4.0,$500.00 ,4,21,3,3,3,3,6,2014-10-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000560,0,1,1,0,0,1806.0,4+ years,2-6 months
3402610,2010-10-13,within an hour,100%,0,3,3,1,Downtown/Civic Center,Apartment,Entire home/apt,2,1,1.0,1.0,$175.00 ,3,90,0,0,0,0,99,2016-05-09,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002197,0,2,2,0,0,3154.0,2-3 years,0-2 weeks
3404981,2014-06-23,within a day,50-89%,0,2,2,0,Excelsior,House,Private room,3,1,1.0,3.0,$104.00 ,3,15,10,31,56,56,158,2014-07-05,88.0,9.0,7.0,10.0,10.0,9.0,9.0,STR-0001949,0,2,0,2,0,1805.0,4+ years,0-2 weeks
3415171,2013-07-11,within a day,50-89%,0,2,2,1,North Beach,Apartment,Entire home/apt,4,1,1.0,1.0,$115.00 ,30,1125,0,0,21,296,84,2014-07-12,94.0,9.0,10.0,10.0,9.0,10.0,9.0,,0,1,1,0,0,2152.0,4+ years,2-6 months
3416013,2013-06-12,within an hour,100%,1,4,4,1,Potrero Hill,House,Private room,2,1,1.0,1.0,$133.00 ,1,1125,5,26,43,131,324,2014-08-01,99.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0002938,0,3,0,3,0,2181.0,4+ years,0-2 weeks
3419211,2012-03-13,within a few hours,100%,0,1,1,1,Mission,Apartment,Entire home/apt,4,1,2.0,2.0,$170.00 ,3,40,0,0,0,0,3,2014-08-09,93.0,10.0,9.0,9.0,9.0,9.0,10.0,City registration pending,1,1,1,0,0,2637.0,4+ years,6-12 months
3433930,2013-12-14,within an hour,100%,1,1,1,1,Diamond Heights,Apartment,Private room,2,1,1.0,1.0,$96.00 ,4,29,0,10,36,37,184,2014-07-22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001299,0,1,0,1,0,1996.0,4+ years,0-2 weeks
3434710,2014-06-26,within a few hours,100%,1,2,2,1,Mission,Apartment,Entire home/apt,2,1,1.0,1.0,$120.00 ,30,300,0,26,56,331,32,2014-08-01,99.0,10.0,10.0,10.0,10.0,10.0,9.0,,0,2,2,0,0,1802.0,4+ years,0-2 weeks
3441517,2014-06-27,within a few hours,100%,1,1,1,1,West of Twin Peaks,House,Entire home/apt,2,1,1.0,1.0,$150.00 ,3,29,2,5,10,243,134,2016-02-01,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000822,0,1,1,0,0,1801.0,2-3 years,0-2 weeks
3441949,2014-06-23,,unknown,0,1,1,1,Russian Hill,Apartment,Entire home/apt,4,1,2.0,2.0,$194.00 ,7,30,0,0,0,0,29,2016-06-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,city application pending,1,1,1,0,0,1805.0,2-3 years,2-6 months
3442439,2014-06-28,within an hour,100%,1,1,1,1,Bernal Heights,House,Entire home/apt,2,1,1.0,1.0,$100.00 ,2,21,2,6,19,19,113,2018-02-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002342,0,1,1,0,0,1800.0,1-2 years,0-2 weeks
3465396,2014-06-30,within a day,0-49%,0,4,4,0,Potrero Hill,House,Private room,2,2,1.0,1.0,$120.00 ,30,1125,0,0,0,0,26,2015-09-19,96.0,10.0,10.0,10.0,9.0,10.0,10.0,STR-0002431,0,2,0,2,0,1798.0,2-3 years,2-8 weeks
3469030,2014-06-30,a few days or more,0-49%,0,1,1,1,South of Market,Other,Entire home/apt,4,1.5,1.0,2.0,$325.00 ,180,1125,30,60,90,365,40,2014-07-26,97.0,10.0,10.0,10.0,10.0,9.0,9.0,,0,1,1,0,0,1798.0,4+ years,6-12 months
